pdb_name,processed_path,num_chains,seq_len,modeled_seq_len
d1rp3b_,train_set/fold/d1rp3b_.pkl,1,77,77
d1kf6d_,train_set/fold/d1kf6d_.pkl,1,119,119
d2e1ba2,train_set/fold/d2e1ba2.pkl,1,129,129
d2h28a1,train_set/fold/d2h28a1.pkl,1,104,104
d1orva1,train_set/fold/d1orva1.pkl,1,470,470
d1hcua_,train_set/fold/d1hcua_.pkl,1,488,488
d2bi6h1,train_set/fold/d2bi6h1.pkl,1,24,24
d2iy5a1,train_set/fold/d2iy5a1.pkl,1,70,70
d1urfa_,train_set/fold/d1urfa_.pkl,1,81,81
d1y7qa1,train_set/fold/d1y7qa1.pkl,1,96,96
d1qd1a1,train_set/fold/d1qd1a1.pkl,1,179,179
d1vpya_,train_set/fold/d1vpya_.pkl,1,242,242
d1d2oa1,train_set/fold/d1d2oa1.pkl,1,90,90
d1tv8a_,train_set/fold/d1tv8a_.pkl,1,327,327
d1jnda2,train_set/fold/d1jnda2.pkl,1,92,92
d2p61a1,train_set/fold/d2p61a1.pkl,1,113,113
d2noca1,train_set/fold/d2noca1.pkl,1,91,91
d2nqda1,train_set/fold/d2nqda1.pkl,1,108,108
d1tlya_,train_set/fold/d1tlya_.pkl,1,251,251
d1y0ga_,train_set/fold/d1y0ga_.pkl,1,169,169
d1qjwa_,train_set/fold/d1qjwa_.pkl,1,362,362
d1hx6a1,train_set/fold/d1hx6a1.pkl,1,230,230
d3bofa2,train_set/fold/d3bofa2.pkl,1,300,300
d1g26a_,train_set/fold/d1g26a_.pkl,1,31,31
d1jb0i_,train_set/fold/d1jb0i_.pkl,1,38,38
d1v93a_,train_set/fold/d1v93a_.pkl,1,292,292
d1t98a2,train_set/fold/d1t98a2.pkl,1,160,160
d1ciia1,train_set/fold/d1ciia1.pkl,1,174,174
d1ylxa1,train_set/fold/d1ylxa1.pkl,1,94,94
d2ahob1,train_set/fold/d2ahob1.pkl,1,91,91
d3clsc1,train_set/fold/d3clsc1.pkl,1,254,254
d1ssla_,train_set/fold/d1ssla_.pkl,1,48,48
d2ba0a2,train_set/fold/d2ba0a2.pkl,1,51,51
d1u0sa_,train_set/fold/d1u0sa_.pkl,1,86,86
d1qfma1,train_set/fold/d1qfma1.pkl,1,426,426
d1vhea1,train_set/fold/d1vhea1.pkl,1,86,86
d1x9da1,train_set/fold/d1x9da1.pkl,1,451,451
d1zkea1,train_set/fold/d1zkea1.pkl,1,79,79
d1qsda_,train_set/fold/d1qsda_.pkl,1,102,102
d1aiwa_,train_set/fold/d1aiwa_.pkl,1,62,62
d1e3ha1,train_set/fold/d1e3ha1.pkl,1,83,83
d2ciwa2,train_set/fold/d2ciwa2.pkl,1,179,179
d1xfda1,train_set/fold/d1xfda1.pkl,1,465,465
d1bw3a_,train_set/fold/d1bw3a_.pkl,1,125,125
d1fx0a2,train_set/fold/d1fx0a2.pkl,1,72,72
d2ch4w1,train_set/fold/d2ch4w1.pkl,1,139,139
d1kzqa2,train_set/fold/d1kzqa2.pkl,1,124,124
d1d1da1,train_set/fold/d1d1da1.pkl,1,80,80
d1fyxa_,train_set/fold/d1fyxa_.pkl,1,145,145
d1msza_,train_set/fold/d1msza_.pkl,1,62,62
d2nojb1,train_set/fold/d2nojb1.pkl,1,58,58
d2nn6g2,train_set/fold/d2nn6g2.pkl,1,68,68
d2pwwa1,train_set/fold/d2pwwa1.pkl,1,112,112
d1p9qc1,train_set/fold/d1p9qc1.pkl,1,72,72
d1l5ja1,train_set/fold/d1l5ja1.pkl,1,160,160
d1nj8a2,train_set/fold/d1nj8a2.pkl,1,62,62
d2axtm1,train_set/fold/d2axtm1.pkl,1,36,36
d2i9ia1,train_set/fold/d2i9ia1.pkl,1,221,221
d2pmra1,train_set/fold/d2pmra1.pkl,1,75,75
d1q15a1,train_set/fold/d1q15a1.pkl,1,287,287
d1pgsa2,train_set/fold/d1pgsa2.pkl,1,174,174
d1efpa1,train_set/fold/d1efpa1.pkl,1,183,183
d1m1ha2,train_set/fold/d1m1ha2.pkl,1,101,101
d2qalj1,train_set/fold/d2qalj1.pkl,1,98,98
d2oo2a1,train_set/fold/d2oo2a1.pkl,1,75,75
d2c0sa1,train_set/fold/d2c0sa1.pkl,1,57,57
d2j01u1,train_set/fold/d2j01u1.pkl,1,117,117
d2incc1,train_set/fold/d2incc1.pkl,1,83,83
d1y7ea1,train_set/fold/d1y7ea1.pkl,1,113,113
d2pi6a2,train_set/fold/d2pi6a2.pkl,1,68,68
d1whra_,train_set/fold/d1whra_.pkl,1,124,124
d2a9ua1,train_set/fold/d2a9ua1.pkl,1,133,133
d1ni3a2,train_set/fold/d1ni3a2.pkl,1,80,80
d1v9ja_,train_set/fold/d1v9ja_.pkl,1,113,113
d2hjqa1,train_set/fold/d2hjqa1.pkl,1,54,54
d1p2za2,train_set/fold/d1p2za2.pkl,1,312,312
d2djfa1,train_set/fold/d2djfa1.pkl,1,118,118
d2pr9a1,train_set/fold/d2pr9a1.pkl,1,254,254
d2r4qa1,train_set/fold/d2r4qa1.pkl,1,98,98
d1jala2,train_set/fold/d1jala2.pkl,1,85,85
d1wb0a2,train_set/fold/d1wb0a2.pkl,1,68,68
d1j93a_,train_set/fold/d1j93a_.pkl,1,343,343
d1jb0f_,train_set/fold/d1jb0f_.pkl,1,141,141
d2heqa1,train_set/fold/d2heqa1.pkl,1,71,71
d2bs2c1,train_set/fold/d2bs2c1.pkl,1,254,254
d2jdia2,train_set/fold/d2jdia2.pkl,1,71,71
d2bs2b1,train_set/fold/d2bs2b1.pkl,1,133,133
d2d0oa1,train_set/fold/d2d0oa1.pkl,1,162,162
d2az0a1,train_set/fold/d2az0a1.pkl,1,70,70
d1wxqa2,train_set/fold/d1wxqa2.pkl,1,70,70
d3byqa1,train_set/fold/d3byqa1.pkl,1,183,183
d2i32a1,train_set/fold/d2i32a1.pkl,1,154,154
d1jfla2,train_set/fold/d1jfla2.pkl,1,113,113
d1ekra_,train_set/fold/d1ekra_.pkl,1,143,143
d2a2la1,train_set/fold/d2a2la1.pkl,1,142,142
d1qnta2,train_set/fold/d1qnta2.pkl,1,81,81
d1edqa3,train_set/fold/d1edqa3.pkl,1,73,73
d2oq0a2,train_set/fold/d2oq0a2.pkl,1,100,100
d1nb9a_,train_set/fold/d1nb9a_.pkl,1,147,147
d2cs7a1,train_set/fold/d2cs7a1.pkl,1,55,55
d2tpta3,train_set/fold/d2tpta3.pkl,1,105,105
d2vlqa1,train_set/fold/d2vlqa1.pkl,1,81,81
d2aizp1,train_set/fold/d2aizp1.pkl,1,134,134
d1a8oa_,train_set/fold/d1a8oa_.pkl,1,66,66
d2astb2,train_set/fold/d2astb2.pkl,1,284,284
d1uj8a1,train_set/fold/d1uj8a1.pkl,1,64,64
d1ig0a1,train_set/fold/d1ig0a1.pkl,1,96,96
d2bl7a1,train_set/fold/d2bl7a1.pkl,1,77,77
d1zuna1,train_set/fold/d1zuna1.pkl,1,189,189
d1nlqa_,train_set/fold/d1nlqa_.pkl,1,105,105
d1k4ta1,train_set/fold/d1k4ta1.pkl,1,72,72
d1de4c2,train_set/fold/d1de4c2.pkl,1,193,193
d1nbwa1,train_set/fold/d1nbwa1.pkl,1,165,165
d2gpra_,train_set/fold/d2gpra_.pkl,1,154,154
d1jfla1,train_set/fold/d1jfla1.pkl,1,115,115
d1v54d_,train_set/fold/d1v54d_.pkl,1,144,144
d1wjfa_,train_set/fold/d1wjfa_.pkl,1,55,55
d1fpoa2,train_set/fold/d1fpoa2.pkl,1,95,95
d1utca2,train_set/fold/d1utca2.pkl,1,327,327
d1tkea2,train_set/fold/d1tkea2.pkl,1,162,162
d1mabg_,train_set/fold/d1mabg_.pkl,1,124,124
d1qwga_,train_set/fold/d1qwga_.pkl,1,251,251
d1vp7a_,train_set/fold/d1vp7a_.pkl,1,67,67
d1o75a2,train_set/fold/d1o75a2.pkl,1,82,82
d1gpra_,train_set/fold/d1gpra_.pkl,1,158,158
d1f3va_,train_set/fold/d1f3va_.pkl,1,158,158
d1o94c_,train_set/fold/d1o94c_.pkl,1,233,233
d1wj9a2,train_set/fold/d1wj9a2.pkl,1,101,101
d2oq0a1,train_set/fold/d2oq0a1.pkl,1,84,84
d1yloa1,train_set/fold/d1yloa1.pkl,1,77,77
d1e52a_,train_set/fold/d1e52a_.pkl,1,56,56
d2k5wa1,train_set/fold/d2k5wa1.pkl,1,108,108
d2dx7a1,train_set/fold/d2dx7a1.pkl,1,111,111
d2uubj1,train_set/fold/d2uubj1.pkl,1,98,98
d1n62c1,train_set/fold/d1n62c1.pkl,1,109,109
d1p3da3,train_set/fold/d1p3da3.pkl,1,205,205
d1pzra_,train_set/fold/d1pzra_.pkl,1,60,60
d1y2ia_,train_set/fold/d1y2ia_.pkl,1,106,106
d1l8na2,train_set/fold/d1l8na2.pkl,1,137,137
d1jr8a_,train_set/fold/d1jr8a_.pkl,1,105,105
d1xmpa_,train_set/fold/d1xmpa_.pkl,1,155,155
d1q8ka2,train_set/fold/d1q8ka2.pkl,1,117,117
d3bula1,train_set/fold/d3bula1.pkl,1,90,90
d1skye2,train_set/fold/d1skye2.pkl,1,82,82
d1ct9a1,train_set/fold/d1ct9a1.pkl,1,305,305
d1mrza1,train_set/fold/d1mrza1.pkl,1,109,109
d2qtva4,train_set/fold/d2qtva4.pkl,1,142,142
d1gg4a4,train_set/fold/d1gg4a4.pkl,1,202,202
d1gh9a_,train_set/fold/d1gh9a_.pkl,1,71,71
d1rh5b_,train_set/fold/d1rh5b_.pkl,1,56,56
d2o6pa1,train_set/fold/d2o6pa1.pkl,1,122,122
d1k28a1,train_set/fold/d1k28a1.pkl,1,124,124
d1eexb_,train_set/fold/d1eexb_.pkl,1,178,178
d1qcza_,train_set/fold/d1qcza_.pkl,1,158,158
d2r7ca1,train_set/fold/d2r7ca1.pkl,1,165,165
d1ryba_,train_set/fold/d1ryba_.pkl,1,186,186
d1skyb2,train_set/fold/d1skyb2.pkl,1,75,75
d2h1qa1,train_set/fold/d2h1qa1.pkl,1,238,238
d1x9ba_,train_set/fold/d1x9ba_.pkl,1,53,53
d1jmxa5,train_set/fold/d1jmxa5.pkl,1,119,119
d1sr3a_,train_set/fold/d1sr3a_.pkl,1,114,114
d1uura1,train_set/fold/d1uura1.pkl,1,118,118
d1qrjb1,train_set/fold/d1qrjb1.pkl,1,84,84
d1oqca_,train_set/fold/d1oqca_.pkl,1,112,112
d2fi2a1,train_set/fold/d2fi2a1.pkl,1,92,92
d1dkca_,train_set/fold/d1dkca_.pkl,1,38,38
d1sdwa1,train_set/fold/d1sdwa1.pkl,1,154,154
d1n10a2,train_set/fold/d1n10a2.pkl,1,133,133
d1oc7a_,train_set/fold/d1oc7a_.pkl,1,364,364
d2o8ra1,train_set/fold/d2o8ra1.pkl,1,92,92
d1o75a1,train_set/fold/d1o75a1.pkl,1,126,126
d1v54g_,train_set/fold/d1v54g_.pkl,1,83,83
d2ajaa1,train_set/fold/d2ajaa1.pkl,1,334,334
d2v7qi1,train_set/fold/d2v7qi1.pkl,1,47,47
d1wg8a1,train_set/fold/d1wg8a1.pkl,1,98,98
d1nqja_,train_set/fold/d1nqja_.pkl,1,96,96
d2g5da1,train_set/fold/d2g5da1.pkl,1,382,382
d1p16a2,train_set/fold/d1p16a2.pkl,1,239,239
d2av5a1,train_set/fold/d2av5a1.pkl,1,106,106
d2axtk1,train_set/fold/d2axtk1.pkl,1,37,37
d2ri9a1,train_set/fold/d2ri9a1.pkl,1,475,475
d2a26a1,train_set/fold/d2a26a1.pkl,1,47,47
d1gxma_,train_set/fold/d1gxma_.pkl,1,324,324
d1h3ia2,train_set/fold/d1h3ia2.pkl,1,151,151
d1rm6b1,train_set/fold/d1rm6b1.pkl,1,107,107
d1qgoa_,train_set/fold/d1qgoa_.pkl,1,257,257
d1gsoa1,train_set/fold/d1gsoa1.pkl,1,96,96
d1ef4a_,train_set/fold/d1ef4a_.pkl,1,55,55
d2gyco1,train_set/fold/d2gyco1.pkl,1,115,115
d1b04a_,train_set/fold/d1b04a_.pkl,1,310,310
d1sdwa2,train_set/fold/d1sdwa2.pkl,1,158,158
d1nj1a2,train_set/fold/d1nj1a2.pkl,1,71,71
d1t0aa_,train_set/fold/d1t0aa_.pkl,1,155,155
d1ywua1,train_set/fold/d1ywua1.pkl,1,125,125
d1nu9c1,train_set/fold/d1nu9c1.pkl,1,145,145
d2ptha_,train_set/fold/d2ptha_.pkl,1,193,193
d1r5la2,train_set/fold/d1r5la2.pkl,1,181,181
d1mr0a_,train_set/fold/d1mr0a_.pkl,1,34,34
d1hjxa2,train_set/fold/d1hjxa2.pkl,1,68,68
d1j1ja_,train_set/fold/d1j1ja_.pkl,1,217,217
d1cbha_,train_set/fold/d1cbha_.pkl,1,36,36
d1cola_,train_set/fold/d1cola_.pkl,1,197,197
d1o4va_,train_set/fold/d1o4va_.pkl,1,169,169
d1gyza_,train_set/fold/d1gyza_.pkl,1,60,60
d1lbqa_,train_set/fold/d1lbqa_.pkl,1,356,356
d1uoza_,train_set/fold/d1uoza_.pkl,1,300,300
d1o82a_,train_set/fold/d1o82a_.pkl,1,70,70
d1wuba_,train_set/fold/d1wuba_.pkl,1,176,176
d1kf6b1,train_set/fold/d1kf6b1.pkl,1,138,138
d2ca5a1,train_set/fold/d2ca5a1.pkl,1,59,59
d1efpb_,train_set/fold/d1efpb_.pkl,1,246,246
d1vp7b_,train_set/fold/d1vp7b_.pkl,1,76,76
d1gs9a_,train_set/fold/d1gs9a_.pkl,1,144,144
d1jv2a4,train_set/fold/d1jv2a4.pkl,1,438,438
d1v97a4,train_set/fold/d1v97a4.pkl,1,114,114
d2qtva5,train_set/fold/d2qtva5.pkl,1,75,75
d1z7xw1,train_set/fold/d1z7xw1.pkl,1,460,460
d1neea1,train_set/fold/d1neea1.pkl,1,98,98
d1nu9c2,train_set/fold/d1nu9c2.pkl,1,136,136
d2itea1,train_set/fold/d2itea1.pkl,1,119,119
d2hqsc1,train_set/fold/d2hqsc1.pkl,1,106,106
d1vrma1,train_set/fold/d1vrma1.pkl,1,304,304
d1nvma1,train_set/fold/d1nvma1.pkl,1,51,51
d1jtdb_,train_set/fold/d1jtdb_.pkl,1,273,273
d2d13a1,train_set/fold/d2d13a1.pkl,1,215,215
d1usma_,train_set/fold/d1usma_.pkl,1,77,77
d1vlfn1,train_set/fold/d1vlfn1.pkl,1,79,79
d1mwpa_,train_set/fold/d1mwpa_.pkl,1,96,96
d1wv2a_,train_set/fold/d1wv2a_.pkl,1,230,230
d1wy6a1,train_set/fold/d1wy6a1.pkl,1,159,159
d1p9ha_,train_set/fold/d1p9ha_.pkl,1,179,179
d1rhzb_,train_set/fold/d1rhzb_.pkl,1,65,65
d2g38a1,train_set/fold/d2g38a1.pkl,1,77,77
d2qfra1,train_set/fold/d2qfra1.pkl,1,112,112
d1v9pa3,train_set/fold/d1v9pa3.pkl,1,317,317
d1rwua_,train_set/fold/d1rwua_.pkl,1,87,87
d1pbua_,train_set/fold/d1pbua_.pkl,1,162,162
d2dexx1,train_set/fold/d2dexx1.pkl,1,165,165
d2jnaa1,train_set/fold/d2jnaa1.pkl,1,96,96
d1shyb2,train_set/fold/d1shyb2.pkl,1,49,49
d1ln4a_,train_set/fold/d1ln4a_.pkl,1,98,98
d2z1ca1,train_set/fold/d2z1ca1.pkl,1,71,71
d1k6ya1,train_set/fold/d1k6ya1.pkl,1,46,46
d2fpna1,train_set/fold/d2fpna1.pkl,1,198,198
d1d1ra_,train_set/fold/d1d1ra_.pkl,1,83,83
d3bp8c1,train_set/fold/d3bp8c1.pkl,1,75,75
d1j20a1,train_set/fold/d1j20a1.pkl,1,165,165
d2b4jc1,train_set/fold/d2b4jc1.pkl,1,81,81
d1f52a1,train_set/fold/d1f52a1.pkl,1,100,100
d2c34a1,train_set/fold/d2c34a1.pkl,1,113,113
d1rh5c_,train_set/fold/d1rh5c_.pkl,1,32,32
d2gjxa2,train_set/fold/d2gjxa2.pkl,1,130,130
d2j9ua1,train_set/fold/d2j9ua1.pkl,1,94,94
d1v9ca_,train_set/fold/d1v9ca_.pkl,1,198,198
d1hywa_,train_set/fold/d1hywa_.pkl,1,58,58
d1gx1a_,train_set/fold/d1gx1a_.pkl,1,153,153
d2czvc1,train_set/fold/d2czvc1.pkl,1,118,118
d2rlda1,train_set/fold/d2rlda1.pkl,1,110,110
d1chma1,train_set/fold/d1chma1.pkl,1,155,155
d3bwuc2,train_set/fold/d3bwuc2.pkl,1,84,84
d2hk6a1,train_set/fold/d2hk6a1.pkl,1,309,309
d1qd6,train_set/fold/d1qd6.1.pkl,1,253,253
d2hgka1,train_set/fold/d2hgka1.pkl,1,109,109
d1lt7a_,train_set/fold/d1lt7a_.pkl,1,305,305
d1ed7a_,train_set/fold/d1ed7a_.pkl,1,45,45
d1iwpa_,train_set/fold/d1iwpa_.pkl,1,555,555
d1sfea1,train_set/fold/d1sfea1.pkl,1,84,84
d2choa1,train_set/fold/d2choa1.pkl,1,154,154
d1b7yb4,train_set/fold/d1b7yb4.pkl,1,94,94
d1iiba_,train_set/fold/d1iiba_.pkl,1,103,103
d1yvra1,train_set/fold/d1yvra1.pkl,1,346,346
d2axti1,train_set/fold/d2axti1.pkl,1,35,35
d1k5ja_,train_set/fold/d1k5ja_.pkl,1,94,94
d1h8la1,train_set/fold/d1h8la1.pkl,1,79,79
d1qmha1,train_set/fold/d1qmha1.pkl,1,95,95
d2dpka1,train_set/fold/d2dpka1.pkl,1,121,121
d2arca_,train_set/fold/d2arca_.pkl,1,161,161
d1ywya1,train_set/fold/d1ywya1.pkl,1,74,74
d2o6ka1,train_set/fold/d2o6ka1.pkl,1,68,68
d1dfxa1,train_set/fold/d1dfxa1.pkl,1,89,89
d1ysya1,train_set/fold/d1ysya1.pkl,1,83,83
d1c99a_,train_set/fold/d1c99a_.pkl,1,79,79
d1mg4a_,train_set/fold/d1mg4a_.pkl,1,101,101
d1b5ta_,train_set/fold/d1b5ta_.pkl,1,275,275
d1sgoa_,train_set/fold/d1sgoa_.pkl,1,139,139
d1pv9a1,train_set/fold/d1pv9a1.pkl,1,116,116
d1r0va3,train_set/fold/d1r0va3.pkl,1,75,75
d1gdta2,train_set/fold/d1gdta2.pkl,1,140,140
d1i5pa2,train_set/fold/d1i5pa2.pkl,1,209,209
d1dcpa_,train_set/fold/d1dcpa_.pkl,1,99,99
d1b3qa2,train_set/fold/d1b3qa2.pkl,1,132,132
d1itxa2,train_set/fold/d1itxa2.pkl,1,72,72
d2hu7a1,train_set/fold/d2hu7a1.pkl,1,313,313
d1nekc_,train_set/fold/d1nekc_.pkl,1,129,129
d1e0ea_,train_set/fold/d1e0ea_.pkl,1,46,46
d2j2za2,train_set/fold/d2j2za2.pkl,1,92,92
d2qsba1,train_set/fold/d2qsba1.pkl,1,82,82
d2o4ta1,train_set/fold/d2o4ta1.pkl,1,90,90
d1dlca2,train_set/fold/d1dlca2.pkl,1,210,210
d1s2xa_,train_set/fold/d1s2xa_.pkl,1,176,176
d1goia3,train_set/fold/d1goia3.pkl,1,88,88
d1v54l_,train_set/fold/d1v54l_.pkl,1,46,46
d1uf0a_,train_set/fold/d1uf0a_.pkl,1,116,116
d1rq8a_,train_set/fold/d1rq8a_.pkl,1,96,96
d1j6ua3,train_set/fold/d1j6ua3.pkl,1,203,203
d2bnha_,train_set/fold/d2bnha_.pkl,1,456,456
d1fs0g_,train_set/fold/d1fs0g_.pkl,1,219,219
d1vh4a_,train_set/fold/d1vh4a_.pkl,1,410,410
d2ahma1,train_set/fold/d2ahma1.pkl,1,73,73
d2qi2a1,train_set/fold/d2qi2a1.pkl,1,104,104
d1viba_,train_set/fold/d1viba_.pkl,1,54,54
d1olta_,train_set/fold/d1olta_.pkl,1,434,434
d2jnea1,train_set/fold/d2jnea1.pkl,1,71,71
d1a6qa1,train_set/fold/d1a6qa1.pkl,1,68,68
d1jo0a_,train_set/fold/d1jo0a_.pkl,1,97,97
d1pd0a4,train_set/fold/d1pd0a4.pkl,1,155,155
d1q0qa1,train_set/fold/d1q0qa1.pkl,1,98,98
d1x9na3,train_set/fold/d1x9na3.pkl,1,218,218
d2v3za1,train_set/fold/d2v3za1.pkl,1,176,176
d1cbka_,train_set/fold/d1cbka_.pkl,1,160,160
d2gycu1,train_set/fold/d2gycu1.pkl,1,84,84
d1r30a_,train_set/fold/d1r30a_.pkl,1,312,312
d1pbya5,train_set/fold/d1pbya5.pkl,1,108,108
d1wc2a1,train_set/fold/d1wc2a1.pkl,1,180,180
d1fewa_,train_set/fold/d1fewa_.pkl,1,173,173
d1rw6a_,train_set/fold/d1rw6a_.pkl,1,192,192
d2g0ua1,train_set/fold/d2g0ua1.pkl,1,84,84
d2gsva1,train_set/fold/d2gsva1.pkl,1,65,65
d1pi1a_,train_set/fold/d1pi1a_.pkl,1,185,185
d3d3ra1,train_set/fold/d3d3ra1.pkl,1,73,73
d2bodx1,train_set/fold/d2bodx1.pkl,1,279,279
d1v54m_,train_set/fold/d1v54m_.pkl,1,43,43
d1vf5c2,train_set/fold/d1vf5c2.pkl,1,62,62
d3etja1,train_set/fold/d3etja1.pkl,1,79,79
d1fx0b2,train_set/fold/d1fx0b2.pkl,1,79,79
d2joqa1,train_set/fold/d2joqa1.pkl,1,86,86
d2vv5a2,train_set/fold/d2vv5a2.pkl,1,101,101
d2gfqa1,train_set/fold/d2gfqa1.pkl,1,265,265
d1q77a_,train_set/fold/d1q77a_.pkl,1,137,137
d1ejxb_,train_set/fold/d1ejxb_.pkl,1,101,101
d2inwa1,train_set/fold/d2inwa1.pkl,1,115,115
d1hfes_,train_set/fold/d1hfes_.pkl,1,88,88
d1d8ca_,train_set/fold/d1d8ca_.pkl,1,688,688
d1wina_,train_set/fold/d1wina_.pkl,1,143,143
d1e8ca3,train_set/fold/d1e8ca3.pkl,1,228,228
d2oeba1,train_set/fold/d2oeba1.pkl,1,152,152
d2iela1,train_set/fold/d2iela1.pkl,1,132,132
d1wmib1,train_set/fold/d1wmib1.pkl,1,61,61
d1f2va_,train_set/fold/d1f2va_.pkl,1,209,209
d2jfga3,train_set/fold/d2jfga3.pkl,1,203,203
d1tu2b2,train_set/fold/d1tu2b2.pkl,1,66,66
d1wosa1,train_set/fold/d1wosa1.pkl,1,83,83
d1y71a1,train_set/fold/d1y71a1.pkl,1,107,107
d2eiaa1,train_set/fold/d2eiaa1.pkl,1,75,75
d1q9ua_,train_set/fold/d1q9ua_.pkl,1,126,126
d1ou0a_,train_set/fold/d1ou0a_.pkl,1,182,182
d2p5zx1,train_set/fold/d2p5zx1.pkl,1,71,71
d1nz8a_,train_set/fold/d1nz8a_.pkl,1,119,119
d1r5ya_,train_set/fold/d1r5ya_.pkl,1,361,361
d1ffgb_,train_set/fold/d1ffgb_.pkl,1,68,68
d1ei5a2,train_set/fold/d1ei5a2.pkl,1,103,103
d3clsd1,train_set/fold/d3clsd1.pkl,1,192,192
d2qn6b1,train_set/fold/d2qn6b1.pkl,1,89,89
d1wj9a1,train_set/fold/d1wj9a1.pkl,1,87,87
d2rela_,train_set/fold/d2rela_.pkl,1,57,57
d1d2oa2,train_set/fold/d1d2oa2.pkl,1,97,97
d2ciwa1,train_set/fold/d2ciwa1.pkl,1,119,119
d1m3ya1,train_set/fold/d1m3ya1.pkl,1,197,197
d2goma1,train_set/fold/d2goma1.pkl,1,61,61
d1rh1a2,train_set/fold/d1rh1a2.pkl,1,199,199
d2rdea1,train_set/fold/d2rdea1.pkl,1,110,110
d2d28c1,train_set/fold/d2d28c1.pkl,1,141,141
d1syxb1,train_set/fold/d1syxb1.pkl,1,62,62
d1v8qa_,train_set/fold/d1v8qa_.pkl,1,66,66
d1qoja_,train_set/fold/d1qoja_.pkl,1,44,44
d1vl2a1,train_set/fold/d1vl2a1.pkl,1,166,166
d1maba2,train_set/fold/d1maba2.pkl,1,85,85
d1pzqa_,train_set/fold/d1pzqa_.pkl,1,60,60
d2pstx1,train_set/fold/d2pstx1.pkl,1,61,61
d1fwoa_,train_set/fold/d1fwoa_.pkl,1,35,35
d1kjqa1,train_set/fold/d1kjqa1.pkl,1,74,74
d2bzba1,train_set/fold/d2bzba1.pkl,1,54,54
d2rsla_,train_set/fold/d2rsla_.pkl,1,115,115
d1xzwa1,train_set/fold/d1xzwa1.pkl,1,119,119
d1t95a1,train_set/fold/d1t95a1.pkl,1,74,74
d1vbva1,train_set/fold/d1vbva1.pkl,1,77,77
d1qf8a_,train_set/fold/d1qf8a_.pkl,1,159,159
d1p2za1,train_set/fold/d1p2za1.pkl,1,575,575
d1q46a1,train_set/fold/d1q46a1.pkl,1,87,87
d1t3ba2,train_set/fold/d1t3ba2.pkl,1,59,59
d1vqo21,train_set/fold/d1vqo21.pkl,1,46,46
d2eyqa1,train_set/fold/d2eyqa1.pkl,1,80,80
