pdb_name,processed_path,num_chains,seq_len,modeled_seq_len
3QZ1-A,train_set/go/3QZ1-A.pkl,1,467,467
5JBH-G,train_set/go/5JBH-G.pkl,1,125,125
1QHX-A,train_set/go/1QHX-A.pkl,1,278,278
4RWP-A,train_set/go/4RWP-A.pkl,1,411,411
2BK2-A,train_set/go/2BK2-A.pkl,1,456,456
6HJW-A,train_set/go/6HJW-A.pkl,1,252,252
5JXY-A,train_set/go/5JXY-A.pkl,1,336,336
6B6H-I,train_set/go/6B6H-I.pkl,1,75,75
5EUC-A,train_set/go/5EUC-A.pkl,1,226,226
2EEA-A,train_set/go/2EEA-A.pkl,1,115,115
1TI3-A,train_set/go/1TI3-A.pkl,1,113,113
6G72-g,train_set/go/6G72-g.pkl,1,101,101
2FOM-A,train_set/go/2FOM-A.pkl,1,90,90
5OWV-A,train_set/go/5OWV-A.pkl,1,699,699
2ZJ4-A,train_set/go/2ZJ4-A.pkl,1,632,632
3P45-A,train_set/go/3P45-A.pkl,1,157,157
6N8M-r,train_set/go/6N8M-r.pkl,1,126,126
5VNY-A,train_set/go/5VNY-A.pkl,1,183,183
4WIM-A,train_set/go/4WIM-A.pkl,1,534,534
5ZVQ-A,train_set/go/5ZVQ-A.pkl,1,224,224
4V19-P,train_set/go/4V19-P.pkl,1,294,294
2O3J-A,train_set/go/2O3J-A.pkl,1,757,757
5BU6-A,train_set/go/5BU6-A.pkl,1,341,341
4IOC-T,train_set/go/4IOC-T.pkl,1,84,84
5DZ6-A,train_set/go/5DZ6-A.pkl,1,591,591
6F7P-A,train_set/go/6F7P-A.pkl,1,121,121
2X9A-B,train_set/go/2X9A-B.pkl,1,105,105
4UEE-A,train_set/go/4UEE-A.pkl,1,459,459
4CI7-A,train_set/go/4CI7-A.pkl,1,983,983
2C45-A,train_set/go/2C45-A.pkl,1,123,123
5ORI-A,train_set/go/5ORI-A.pkl,1,876,876
6DX0-A,train_set/go/6DX0-A.pkl,1,483,483
4FRT-A,train_set/go/4FRT-A.pkl,1,372,372
1DGJ-A,train_set/go/1DGJ-A.pkl,1,1099,1099
2KYF-A,train_set/go/2KYF-A.pkl,1,110,110
5XDS-A,train_set/go/5XDS-A.pkl,1,385,385
1TO3-A,train_set/go/1TO3-A.pkl,1,411,411
4QAM-B,train_set/go/4QAM-B.pkl,1,263,263
3V53-A,train_set/go/3V53-A.pkl,1,110,110
2R4Q-A,train_set/go/2R4Q-A.pkl,1,311,311
4X28-D,train_set/go/4X28-D.pkl,1,552,552
5ZEB-6,train_set/go/5ZEB-6.pkl,1,63,63
2Q4W-A,train_set/go/2Q4W-A.pkl,1,1124,1124
4D47-A,train_set/go/4D47-A.pkl,1,436,436
3GPR-A,train_set/go/3GPR-A.pkl,1,132,132
5LUX-K,train_set/go/5LUX-K.pkl,1,64,64
5FRE-A,train_set/go/5FRE-A.pkl,1,355,355
5XNO-3,train_set/go/5XNO-3.pkl,1,220,220
5MMI-M,train_set/go/5MMI-M.pkl,1,185,185
4F4O-C,train_set/go/4F4O-C.pkl,1,309,309
1HKG-A,train_set/go/1HKG-A.pkl,1,457,457
2VT3-A,train_set/go/2VT3-A.pkl,1,273,273
1XXE-A,train_set/go/1XXE-A.pkl,1,268,268
1Z6A-A,train_set/go/1Z6A-A.pkl,1,480,480
1L2W-I,train_set/go/1L2W-I.pkl,1,70,70
5ND7-C,train_set/go/5ND7-C.pkl,1,300,300
5OQP-B,train_set/go/5OQP-B.pkl,1,96,96
1A1S-A,train_set/go/1A1S-A.pkl,1,313,313
4DGJ-A,train_set/go/4DGJ-A.pkl,1,526,526
1GAN-A,train_set/go/1GAN-A.pkl,1,152,152
2HMC-A,train_set/go/2HMC-A.pkl,1,723,723
5UX2-A,train_set/go/5UX2-A.pkl,1,242,242
3JV3-A,train_set/go/3JV3-A.pkl,1,320,320
5EZD-A,train_set/go/5EZD-A.pkl,1,150,150
3DPI-A,train_set/go/3DPI-A.pkl,1,409,409
3FAW-A,train_set/go/3FAW-A.pkl,1,1218,1218
5WX6-A,train_set/go/5WX6-A.pkl,1,642,642
2O3G-A,train_set/go/2O3G-A.pkl,1,82,82
5X03-B,train_set/go/5X03-B.pkl,1,473,473
5XY3-M,train_set/go/5XY3-M.pkl,1,124,124
3GJN-A,train_set/go/3GJN-A.pkl,1,83,83
4CA3-A,train_set/go/4CA3-A.pkl,1,88,88
5OWX-1,train_set/go/5OWX-1.pkl,1,161,161
6BPQ-A,train_set/go/6BPQ-A.pkl,1,835,835
3E0O-A,train_set/go/3E0O-A.pkl,1,217,217
4UIS-A,train_set/go/4UIS-A.pkl,1,588,588
3K9T-A,train_set/go/3K9T-A.pkl,1,643,643
2O62-A,train_set/go/2O62-A.pkl,1,542,542
1XWQ-A,train_set/go/1XWQ-A.pkl,1,835,835
5MLQ-A,train_set/go/5MLQ-A.pkl,1,226,226
4EGF-A,train_set/go/4EGF-A.pkl,1,341,341
5DTE-A,train_set/go/5DTE-A.pkl,1,299,299
1XBW-A,train_set/go/1XBW-A.pkl,1,153,153
1A0C-A,train_set/go/1A0C-A.pkl,1,718,718
1NRW-A,train_set/go/1NRW-A.pkl,1,775,775
1WI3-A,train_set/go/1WI3-A.pkl,1,71,71
1S5L-C,train_set/go/1S5L-C.pkl,1,421,421
1R1N-A,train_set/go/1R1N-A.pkl,1,676,676
4IIS-A,train_set/go/4IIS-A.pkl,1,330,330
5OGQ-A,train_set/go/5OGQ-A.pkl,1,425,425
1H21-A,train_set/go/1H21-A.pkl,1,278,278
3T97-B,train_set/go/3T97-B.pkl,1,67,67
5XAU-A,train_set/go/5XAU-A.pkl,1,861,861
3HLT-A,train_set/go/3HLT-A.pkl,1,309,309
4A3S-A,train_set/go/4A3S-A.pkl,1,413,413
3UAY-A,train_set/go/3UAY-A.pkl,1,440,440
3CAN-A,train_set/go/3CAN-A.pkl,1,335,335
1ZRT-D,train_set/go/1ZRT-D.pkl,1,252,252
5YDP-A,train_set/go/5YDP-A.pkl,1,184,184
1YKN-B,train_set/go/1YKN-B.pkl,1,401,401
1GY0-A,train_set/go/1GY0-A.pkl,1,368,368
5EFA-A,train_set/go/5EFA-A.pkl,1,293,293
1NO4-A,train_set/go/1NO4-A.pkl,1,106,106
2OLW-A,train_set/go/2OLW-A.pkl,1,298,298
3Q1O-A,train_set/go/3Q1O-A.pkl,1,383,383
2ROP-A,train_set/go/2ROP-A.pkl,1,142,142
3O1F-B,train_set/go/3O1F-B.pkl,1,278,278
3N1U-A,train_set/go/3N1U-A.pkl,1,257,257
5HTX-A,train_set/go/5HTX-A.pkl,1,716,716
3OE9-A,train_set/go/3OE9-A.pkl,1,420,420
5E2F-A,train_set/go/5E2F-A.pkl,1,518,518
5HSI-A,train_set/go/5HSI-A.pkl,1,1161,1161
4GAM-C,train_set/go/4GAM-C.pkl,1,169,169
1FFT-B,train_set/go/1FFT-B.pkl,1,257,257
3H5C-B,train_set/go/3H5C-B.pkl,1,321,321
5FAX-A,train_set/go/5FAX-A.pkl,1,758,758
1KB2-A,train_set/go/1KB2-A.pkl,1,106,106
3UB0-A,train_set/go/3UB0-A.pkl,1,234,234
1HPG-A,train_set/go/1HPG-A.pkl,1,313,313
1IAY-A,train_set/go/1IAY-A.pkl,1,465,465
4DJD-C,train_set/go/4DJD-C.pkl,1,480,480
5KR5-A,train_set/go/5KR5-A.pkl,1,661,661
1IKQ-A,train_set/go/1IKQ-A.pkl,1,1145,1145
3GMC-A,train_set/go/3GMC-A.pkl,1,735,735
4GBM-A,train_set/go/4GBM-A.pkl,1,648,648
4CW9-A,train_set/go/4CW9-A.pkl,1,156,156
2WOO-A,train_set/go/2WOO-A.pkl,1,303,303
5YK7-A,train_set/go/5YK7-A.pkl,1,221,221
4TKD-A,train_set/go/4TKD-A.pkl,1,154,154
6CBN-A,train_set/go/6CBN-A.pkl,1,858,858
5FL8-r,train_set/go/5FL8-r.pkl,1,333,333
6QEL-G,train_set/go/6QEL-G.pkl,1,229,229
2JPD-A,train_set/go/2JPD-A.pkl,1,124,124
1YCF-A,train_set/go/1YCF-A.pkl,1,414,414
1KEA-A,train_set/go/1KEA-A.pkl,1,421,421
5ND8-d,train_set/go/5ND8-d.pkl,1,197,197
2XTP-A,train_set/go/2XTP-A.pkl,1,400,400
4UYJ-B,train_set/go/4UYJ-B.pkl,1,82,82
3T61-A,train_set/go/3T61-A.pkl,1,254,254
3WHO-A,train_set/go/3WHO-A.pkl,1,151,151
2KXS-A,train_set/go/2KXS-A.pkl,1,146,146
4ML9-A,train_set/go/4ML9-A.pkl,1,491,491
3CWR-A,train_set/go/3CWR-A.pkl,1,387,387
1TBX-A,train_set/go/1TBX-A.pkl,1,94,94
6BME-A,train_set/go/6BME-A.pkl,1,226,226
3OSQ-A,train_set/go/3OSQ-A.pkl,1,902,902
5XJL-2,train_set/go/5XJL-2.pkl,1,216,216
2F3T-A,train_set/go/2F3T-A.pkl,1,208,208
5NI5-A,train_set/go/5NI5-A.pkl,1,327,327
6BFI-A,train_set/go/6BFI-A.pkl,1,867,867
5BUT-I,train_set/go/5BUT-I.pkl,1,431,431
4DVE-A,train_set/go/4DVE-A.pkl,1,237,237
3W7B-A,train_set/go/3W7B-A.pkl,1,327,327
1LO1-A,train_set/go/1LO1-A.pkl,1,90,90
5ZJI-L,train_set/go/5ZJI-L.pkl,1,166,166
3PL3-A,train_set/go/3PL3-A.pkl,1,1249,1249
3FMG-A,train_set/go/3FMG-A.pkl,1,237,237
1DQV-A,train_set/go/1DQV-A.pkl,1,275,275
4E08-A,train_set/go/4E08-A.pkl,1,334,334
4ER8-A,train_set/go/4ER8-A.pkl,1,179,179
1IBX-B,train_set/go/1IBX-B.pkl,1,89,89
4Y93-A,train_set/go/4Y93-A.pkl,1,948,948
4CD4-A,train_set/go/4CD4-A.pkl,1,1114,1114
5T5I-F,train_set/go/5T5I-F.pkl,1,533,533
2BVY-A,train_set/go/2BVY-A.pkl,1,542,542
4X9L-A,train_set/go/4X9L-A.pkl,1,225,225
2L9R-A,train_set/go/2L9R-A.pkl,1,69,69
1RG1-A,train_set/go/1RG1-A.pkl,1,511,511
4F0G-A,train_set/go/4F0G-A.pkl,1,325,325
4GDL-A,train_set/go/4GDL-A.pkl,1,88,88
4AZV-A,train_set/go/4AZV-A.pkl,1,443,443
1A2A-A,train_set/go/1A2A-A.pkl,1,122,122
4P8B-A,train_set/go/4P8B-A.pkl,1,729,729
3CF0-A,train_set/go/3CF0-A.pkl,1,281,281
5LF6-M,train_set/go/5LF6-M.pkl,1,361,361
4CGY-A,train_set/go/4CGY-A.pkl,1,658,658
2CKS-A,train_set/go/2CKS-A.pkl,1,632,632
6A4U-A,train_set/go/6A4U-A.pkl,1,350,350
3DMP-A,train_set/go/3DMP-A.pkl,1,229,229
5CHV-A,train_set/go/5CHV-A.pkl,1,305,305
4EBK-A,train_set/go/4EBK-A.pkl,1,498,498
5SVC-B,train_set/go/5SVC-B.pkl,1,720,720
5ZBN-A,train_set/go/5ZBN-A.pkl,1,552,552
6EEI-A,train_set/go/6EEI-A.pkl,1,569,569
5H80-A,train_set/go/5H80-A.pkl,1,842,842
1KPS-B,train_set/go/1KPS-B.pkl,1,286,286
3TGJ-I,train_set/go/3TGJ-I.pkl,1,67,67
5OF1-A,train_set/go/5OF1-A.pkl,1,371,371
1A47-A,train_set/go/1A47-A.pkl,1,870,870
1Q19-A,train_set/go/1Q19-A.pkl,1,618,618
1TU2-B,train_set/go/1TU2-B.pkl,1,254,254
5AVO-A,train_set/go/5AVO-A.pkl,1,365,365
3JXE-A,train_set/go/3JXE-A.pkl,1,373,373
2FVH-A,train_set/go/2FVH-A.pkl,1,170,170
5J37-E,train_set/go/5J37-E.pkl,1,343,343
6DQP-A,train_set/go/6DQP-A.pkl,1,251,251
1URF-A,train_set/go/1URF-A.pkl,1,81,81
2P9R-A,train_set/go/2P9R-A.pkl,1,141,141
3REG-A,train_set/go/3REG-A.pkl,1,282,282
1X7D-A,train_set/go/1X7D-A.pkl,1,785,785
3A01-B,train_set/go/3A01-B.pkl,1,57,57
6AIG-A,train_set/go/6AIG-A.pkl,1,321,321
3OOI-A,train_set/go/3OOI-A.pkl,1,521,521
3DV0-B,train_set/go/3DV0-B.pkl,1,467,467
2NUP-C,train_set/go/2NUP-C.pkl,1,147,147
2F1T-A,train_set/go/2F1T-A.pkl,1,183,183
3CLW-A,train_set/go/3CLW-A.pkl,1,712,712
4WZ7-K,train_set/go/4WZ7-K.pkl,1,147,147
4BAX-A,train_set/go/4BAX-A.pkl,1,464,464
4U00-A,train_set/go/4U00-A.pkl,1,370,370
5UXO-A,train_set/go/5UXO-A.pkl,1,562,562
4S10-C,train_set/go/4S10-C.pkl,1,132,132
5DZU-A,train_set/go/5DZU-A.pkl,1,251,251
4IKB-B,train_set/go/4IKB-B.pkl,1,236,236
4GIJ-A,train_set/go/4GIJ-A.pkl,1,474,474
1JZT-A,train_set/go/1JZT-A.pkl,1,400,400
6D9M-A,train_set/go/6D9M-A.pkl,1,768,768
2L6X-A,train_set/go/2L6X-A.pkl,1,235,235
5EPF-A,train_set/go/5EPF-A.pkl,1,407,407
2GJ3-A,train_set/go/2GJ3-A.pkl,1,336,336
5LM7-A,train_set/go/5LM7-A.pkl,1,428,428
5JP1-A,train_set/go/5JP1-A.pkl,1,347,347
2JFQ-A,train_set/go/2JFQ-A.pkl,1,339,339
4OC8-A,train_set/go/4OC8-A.pkl,1,409,409
2CY8-A,train_set/go/2CY8-A.pkl,1,532,532
3N5L-A,train_set/go/3N5L-A.pkl,1,649,649
4KP2-A,train_set/go/4KP2-A.pkl,1,445,445
3J6B-Y,train_set/go/3J6B-Y.pkl,1,45,45
3VOT-A,train_set/go/3VOT-A.pkl,1,757,757
1QHL-A,train_set/go/1QHL-A.pkl,1,279,279
2XKJ-E,train_set/go/2XKJ-E.pkl,1,1255,1255
4KC7-A,train_set/go/4KC7-A.pkl,1,805,805
5D9Y-A,train_set/go/5D9Y-A.pkl,1,654,654
3OYR-A,train_set/go/3OYR-A.pkl,1,352,352
3KR9-A,train_set/go/3KR9-A.pkl,1,407,407
4AWE-A,train_set/go/4AWE-A.pkl,1,908,908
1NLT-A,train_set/go/1NLT-A.pkl,1,370,370
3MKB-B,train_set/go/3MKB-B.pkl,1,215,215
5XNX-A,train_set/go/5XNX-A.pkl,1,323,323
3RQ4-A,train_set/go/3RQ4-A.pkl,1,471,471
6HEC-1,train_set/go/6HEC-1.pkl,1,202,202
3BH6-A,train_set/go/3BH6-A.pkl,1,172,172
4L2M-A,train_set/go/4L2M-A.pkl,1,142,142
3GFV-A,train_set/go/3GFV-A.pkl,1,554,554
5MMI-X,train_set/go/5MMI-X.pkl,1,109,109
4FET-B,train_set/go/4FET-B.pkl,1,239,239
5LQZ-H,train_set/go/5LQZ-H.pkl,1,128,128
1MP1-A,train_set/go/1MP1-A.pkl,1,111,111
3UVV-A,train_set/go/3UVV-A.pkl,1,261,261
1Q8R-A,train_set/go/1Q8R-A.pkl,1,185,185
2HSD-A,train_set/go/2HSD-A.pkl,1,253,253
1R1D-A,train_set/go/1R1D-A.pkl,1,548,548
4WQD-A,train_set/go/4WQD-A.pkl,1,486,486
2JAK-A,train_set/go/2JAK-A.pkl,1,344,344
2YVX-A,train_set/go/2YVX-A.pkl,1,442,442
3BL5-A,train_set/go/3BL5-A.pkl,1,208,208
5HIU-A,train_set/go/5HIU-A.pkl,1,412,412
3DTI-A,train_set/go/3DTI-A.pkl,1,243,243
1UKL-C,train_set/go/1UKL-C.pkl,1,61,61
1JQO-A,train_set/go/1JQO-A.pkl,1,904,904
1X2W-A,train_set/go/1X2W-A.pkl,1,294,294
2D1S-A,train_set/go/2D1S-A.pkl,1,1333,1333
4YLT-A,train_set/go/4YLT-A.pkl,1,461,461
1E4U-A,train_set/go/1E4U-A.pkl,1,78,78
2N00-A,train_set/go/2N00-A.pkl,1,95,95
4G2N-A,train_set/go/4G2N-A.pkl,1,597,597
3MN3-A,train_set/go/3MN3-A.pkl,1,306,306
4K8L-A,train_set/go/4K8L-A.pkl,1,496,496
5IV8-A,train_set/go/5IV8-A.pkl,1,554,554
5X8P-8,train_set/go/5X8P-8.pkl,1,154,154
3CWB-F,train_set/go/3CWB-F.pkl,1,100,100
1MH3-A,train_set/go/1MH3-A.pkl,1,651,651
3TGO-A,train_set/go/3TGO-A.pkl,1,251,251
3D0N-A,train_set/go/3D0N-A.pkl,1,662,662
5AJ8-A,train_set/go/5AJ8-A.pkl,1,332,332
5OHE-A,train_set/go/5OHE-A.pkl,1,306,306
4WJG-C,train_set/go/4WJG-C.pkl,1,310,310
2I9F-A,train_set/go/2I9F-A.pkl,1,117,117
4L8S-C,train_set/go/4L8S-C.pkl,1,375,375
1D2I-A,train_set/go/1D2I-A.pkl,1,411,411
6IJO-A,train_set/go/6IJO-A.pkl,1,741,741
4OI0-A,train_set/go/4OI0-A.pkl,1,531,531
3WW2-A,train_set/go/3WW2-A.pkl,1,297,297
4WAD-A,train_set/go/4WAD-A.pkl,1,543,543
2XR7-A,train_set/go/2XR7-A.pkl,1,452,452
4IKD-A,train_set/go/4IKD-A.pkl,1,306,306
4EHI-A,train_set/go/4EHI-A.pkl,1,805,805
2YNX-A,train_set/go/2YNX-A.pkl,1,204,204
5YSS-A,train_set/go/5YSS-A.pkl,1,275,275
3EO2-A,train_set/go/3EO2-A.pkl,1,187,187
2IGP-A,train_set/go/2IGP-A.pkl,1,186,186
4M0G-A,train_set/go/4M0G-A.pkl,1,546,546
1FFV-A,train_set/go/1FFV-A.pkl,1,292,292
