pdb_name,processed_path,num_chains,seq_len,modeled_seq_len
5JOV-A,train_set/ec/5JOV-A.pkl,1,2415,2415
4JAK-A,train_set/ec/4JAK-A.pkl,1,266,266
2DOU-A,train_set/ec/2DOU-A.pkl,1,470,470
1R62-A,train_set/ec/1R62-A.pkl,1,245,245
6L7P-O,train_set/ec/6L7P-O.pkl,1,67,67
6P5S-A,train_set/ec/6P5S-A.pkl,1,398,398
1V0Y-A,train_set/ec/1V0Y-A.pkl,1,906,906
2XYN-A,train_set/ec/2XYN-A.pkl,1,270,270
4JS2-A,train_set/ec/4JS2-A.pkl,1,361,361
3CSQ-A,train_set/ec/3CSQ-A.pkl,1,373,373
5Y58-B,train_set/ec/5Y58-B.pkl,1,634,634
2LRL-D,train_set/ec/2LRL-D.pkl,1,85,85
2GZA-A,train_set/ec/2GZA-A.pkl,1,382,382
6SJ8-A,train_set/ec/6SJ8-A.pkl,1,578,578
3GDT-A,train_set/ec/3GDT-A.pkl,1,407,407
6BU2-A,train_set/ec/6BU2-A.pkl,1,174,174
3NFI-A,train_set/ec/3NFI-A.pkl,1,445,445
3ZXQ-A,train_set/ec/3ZXQ-A.pkl,1,206,206
3U33-A,train_set/ec/3U33-A.pkl,1,580,580
3IJF-X,train_set/ec/3IJF-X.pkl,1,212,212
4G4I-A,train_set/ec/4G4I-A.pkl,1,806,806
2X7J-A,train_set/ec/2X7J-A.pkl,1,864,864
4OZV-A,train_set/ec/4OZV-A.pkl,1,440,440
4FW9-A,train_set/ec/4FW9-A.pkl,1,1008,1008
5ZC4-A,train_set/ec/5ZC4-A.pkl,1,117,117
1IU9-A,train_set/ec/1IU9-A.pkl,1,168,168
5A9E-A,train_set/ec/5A9E-A.pkl,1,255,255
1OBF-O,train_set/ec/1OBF-O.pkl,1,582,582
1Q2Y-A,train_set/ec/1Q2Y-A.pkl,1,176,176
4J52-A,train_set/ec/4J52-A.pkl,1,416,416
3LY5-A,train_set/ec/3LY5-A.pkl,1,237,237
2XDQ-A,train_set/ec/2XDQ-A.pkl,1,463,463
1TV2-A,train_set/ec/1TV2-A.pkl,1,918,918
3H09-A,train_set/ec/3H09-A.pkl,1,1882,1882
2D1G-A,train_set/ec/2D1G-A.pkl,1,826,826
1ML3-A,train_set/ec/1ML3-A.pkl,1,576,576
5F42-A,train_set/ec/5F42-A.pkl,1,484,484
4XV0-A,train_set/ec/4XV0-A.pkl,1,755,755
2QHS-A,train_set/ec/2QHS-A.pkl,1,590,590
1UAI-A,train_set/ec/1UAI-A.pkl,1,569,569
2EEZ-A,train_set/ec/2EEZ-A.pkl,1,408,408
2K8D-A,train_set/ec/2K8D-A.pkl,1,151,151
3U2O-A,train_set/ec/3U2O-A.pkl,1,625,625
4ZGQ-B,train_set/ec/4ZGQ-B.pkl,1,102,102
1J1F-A,train_set/ec/1J1F-A.pkl,1,327,327
4MQM-A,train_set/ec/4MQM-A.pkl,1,432,432
2W6I-D,train_set/ec/2W6I-D.pkl,1,467,467
3WWV-A,train_set/ec/3WWV-A.pkl,1,84,84
5Z3M-A,train_set/ec/5Z3M-A.pkl,1,301,301
6ELQ-X,train_set/ec/6ELQ-X.pkl,1,754,754
1Y14-A,train_set/ec/1Y14-A.pkl,1,176,176
2CSW-A,train_set/ec/2CSW-A.pkl,1,145,145
3W2G-A,train_set/ec/3W2G-A.pkl,1,621,621
1JN0-O,train_set/ec/1JN0-O.pkl,1,421,421
4H8N-A,train_set/ec/4H8N-A.pkl,1,429,429
3QS1-A,train_set/ec/3QS1-A.pkl,1,327,327
5O31-N,train_set/ec/5O31-N.pkl,1,344,344
1RGS-A,train_set/ec/1RGS-A.pkl,1,264,264
4TXE-A,train_set/ec/4TXE-A.pkl,1,498,498
4MXE-A,train_set/ec/4MXE-A.pkl,1,190,190
3PEN-A,train_set/ec/3PEN-A.pkl,1,716,716
6NZO-S,train_set/ec/6NZO-S.pkl,1,233,233
6KPC-A,train_set/ec/6KPC-A.pkl,1,445,445
2AVT-A,train_set/ec/2AVT-A.pkl,1,437,437
1PXZ-A,train_set/ec/1PXZ-A.pkl,1,688,688
5XGX-A,train_set/ec/5XGX-A.pkl,1,548,548
5OLK-A,train_set/ec/5OLK-A.pkl,1,429,429
3DYD-A,train_set/ec/3DYD-A.pkl,1,478,478
4PIQ-A,train_set/ec/4PIQ-A.pkl,1,289,289
5I0K-A,train_set/ec/5I0K-A.pkl,1,265,265
1MG6-A,train_set/ec/1MG6-A.pkl,1,234,234
5FTW-A,train_set/ec/5FTW-A.pkl,1,550,550
4QT4-A,train_set/ec/4QT4-A.pkl,1,337,337
1T1U-A,train_set/ec/1T1U-A.pkl,1,1005,1005
6S9U-A,train_set/ec/6S9U-A.pkl,1,834,834
4ULW-A,train_set/ec/4ULW-A.pkl,1,211,211
2WH7-A,train_set/ec/2WH7-A.pkl,1,352,352
1FWX-A,train_set/ec/1FWX-A.pkl,1,1318,1318
3ENH-A,train_set/ec/3ENH-A.pkl,1,495,495
2VQ9-A,train_set/ec/2VQ9-A.pkl,1,208,208
1V9K-A,train_set/ec/1V9K-A.pkl,1,342,342
2XVM-A,train_set/ec/2XVM-A.pkl,1,468,468
1I2T-A,train_set/ec/1I2T-A.pkl,1,191,191
1YXM-A,train_set/ec/1YXM-A.pkl,1,398,398
5VJ1-D,train_set/ec/5VJ1-D.pkl,1,276,276
3W7W-A,train_set/ec/3W7W-A.pkl,1,1219,1219
2JA1-A,train_set/ec/2JA1-A.pkl,1,213,213
3K4O-A,train_set/ec/3K4O-A.pkl,1,349,349
4EUZ-A,train_set/ec/4EUZ-A.pkl,1,764,764
4Y5S-A,train_set/ec/4Y5S-A.pkl,1,359,359
5ZBC-A,train_set/ec/5ZBC-A.pkl,1,613,613
6NVA-A,train_set/ec/6NVA-A.pkl,1,572,572
1OCX-A,train_set/ec/1OCX-A.pkl,1,267,267
6U19-B,train_set/ec/6U19-B.pkl,1,64,64
3MP4-A,train_set/ec/3MP4-A.pkl,1,394,394
6OVW-A,train_set/ec/6OVW-A.pkl,1,609,609
2YPE-A,train_set/ec/2YPE-A.pkl,1,479,479
4R9M-A,train_set/ec/4R9M-A.pkl,1,184,184
5C3I-D,train_set/ec/5C3I-D.pkl,1,63,63
1QMU-A,train_set/ec/1QMU-A.pkl,1,501,501
6J90-A,train_set/ec/6J90-A.pkl,1,725,725
3VPS-A,train_set/ec/3VPS-A.pkl,1,428,428
1K4J-A,train_set/ec/1K4J-A.pkl,1,214,214
1V4V-A,train_set/ec/1V4V-A.pkl,1,983,983
3KEB-A,train_set/ec/3KEB-A.pkl,1,361,361
4AQ0-A,train_set/ec/4AQ0-A.pkl,1,1280,1280
4DIP-A,train_set/ec/4DIP-A.pkl,1,193,193
1YJM-A,train_set/ec/1YJM-A.pkl,1,171,171
4BBM-A,train_set/ec/4BBM-A.pkl,1,417,417
5A01-A,train_set/ec/5A01-A.pkl,1,714,714
2R91-A,train_set/ec/2R91-A.pkl,1,474,474
4YPN-A,train_set/ec/4YPN-A.pkl,1,335,335
4U9V-B,train_set/ec/4U9V-B.pkl,1,364,364
1O5E-L,train_set/ec/1O5E-L.pkl,1,152,152
2LDI-A,train_set/ec/2LDI-A.pkl,1,71,71
4LGX-A,train_set/ec/4LGX-A.pkl,1,992,992
6RKS-A,train_set/ec/6RKS-A.pkl,1,508,508
2HOE-A,train_set/ec/2HOE-A.pkl,1,369,369
3OCC-A,train_set/ec/3OCC-A.pkl,1,432,432
3JYU-A,train_set/ec/3JYU-A.pkl,1,280,280
5YHQ-B,train_set/ec/5YHQ-B.pkl,1,228,228
4W7K-A,train_set/ec/4W7K-A.pkl,1,1184,1184
5J1P-A,train_set/ec/5J1P-A.pkl,1,182,182
3TZL-A,train_set/ec/3TZL-A.pkl,1,439,439
4CEX-C,train_set/ec/4CEX-C.pkl,1,1088,1088
1J9J-A,train_set/ec/1J9J-A.pkl,1,379,379
4P7N-A,train_set/ec/4P7N-A.pkl,1,752,752
4LVN-A,train_set/ec/4LVN-A.pkl,1,431,431
3UYL-A,train_set/ec/3UYL-A.pkl,1,581,581
2QB5-A,train_set/ec/2QB5-A.pkl,1,616,616
1XP0-A,train_set/ec/1XP0-A.pkl,1,482,482
6TGA-B,train_set/ec/6TGA-B.pkl,1,493,493
3WE0-A,train_set/ec/3WE0-A.pkl,1,758,758
3E2T-A,train_set/ec/3E2T-A.pkl,1,527,527
4JOS-A,train_set/ec/4JOS-A.pkl,1,454,454
5HIZ-A,train_set/ec/5HIZ-A.pkl,1,96,96
5NYY-A,train_set/ec/5NYY-A.pkl,1,656,656
6P06-A,train_set/ec/6P06-A.pkl,1,356,356
5TUM-A,train_set/ec/5TUM-A.pkl,1,369,369
4WVT-A,train_set/ec/4WVT-A.pkl,1,156,156
1A88-A,train_set/ec/1A88-A.pkl,1,444,444
6DL4-A,train_set/ec/6DL4-A.pkl,1,119,119
5Z7C-A,train_set/ec/5Z7C-A.pkl,1,434,434
3H0W-A,train_set/ec/3H0W-A.pkl,1,407,407
2KI7-A,train_set/ec/2KI7-A.pkl,1,111,111
3Q9O-A,train_set/ec/3Q9O-A.pkl,1,1007,1007
1WB8-A,train_set/ec/1WB8-A.pkl,1,300,300
5ZRV-A,train_set/ec/5ZRV-A.pkl,1,711,711
5VZW-F,train_set/ec/5VZW-F.pkl,1,92,92
4FNP-A,train_set/ec/4FNP-A.pkl,1,740,740
1XMB-A,train_set/ec/1XMB-A.pkl,1,660,660
6HZN-A,train_set/ec/6HZN-A.pkl,1,896,896
3L4N-A,train_set/ec/3L4N-A.pkl,1,263,263
4NFU-B,train_set/ec/4NFU-B.pkl,1,657,657
5VYK-A,train_set/ec/5VYK-A.pkl,1,252,252
5LST-A,train_set/ec/5LST-A.pkl,1,617,617
3FXT-A,train_set/ec/3FXT-A.pkl,1,148,148
2PPL-A,train_set/ec/2PPL-A.pkl,1,670,670
2XBZ-A,train_set/ec/2XBZ-A.pkl,1,171,171
6W4X-C,train_set/ec/6W4X-C.pkl,1,378,378
2HD0-A,train_set/ec/2HD0-A.pkl,1,143,143
3H36-A,train_set/ec/3H36-A.pkl,1,169,169
6T0I-A,train_set/ec/6T0I-A.pkl,1,655,655
1G2W-A,train_set/ec/1G2W-A.pkl,1,380,380
6G5K-A,train_set/ec/6G5K-A.pkl,1,633,633
2FD6-A,train_set/ec/2FD6-A.pkl,1,144,144
5VDN-A,train_set/ec/5VDN-A.pkl,1,1077,1077
6DXY-B,train_set/ec/6DXY-B.pkl,1,413,413
6INX-A,train_set/ec/6INX-A.pkl,1,705,705
2W3N-A,train_set/ec/2W3N-A.pkl,1,301,301
5A3Y-A,train_set/ec/5A3Y-A.pkl,1,649,649
2PWY-A,train_set/ec/2PWY-A.pkl,1,497,497
3FE4-A,train_set/ec/3FE4-A.pkl,1,453,453
2L47-A,train_set/ec/2L47-A.pkl,1,165,165
1ZYO-A,train_set/ec/1ZYO-A.pkl,1,229,229
5TKY-A,train_set/ec/5TKY-A.pkl,1,640,640
1YWO-A,train_set/ec/1YWO-A.pkl,1,111,111
2ECT-A,train_set/ec/2ECT-A.pkl,1,78,78
1I4W-A,train_set/ec/1I4W-A.pkl,1,343,343
5HMQ-A,train_set/ec/5HMQ-A.pkl,1,761,761
5N6M-A,train_set/ec/5N6M-A.pkl,1,508,508
4ZVB-A,train_set/ec/4ZVB-A.pkl,1,168,168
5X0Y-O,train_set/ec/5X0Y-O.pkl,1,583,583
3HDF-A,train_set/ec/3HDF-A.pkl,1,294,294
5WAS-A,train_set/ec/5WAS-A.pkl,1,218,218
4IL3-A,train_set/ec/4IL3-A.pkl,1,422,422
1Q2L-A,train_set/ec/1Q2L-A.pkl,1,2528,2528
3PZ6-A,train_set/ec/3PZ6-A.pkl,1,321,321
3AUJ-A,train_set/ec/3AUJ-A.pkl,1,970,970
6AU1-A,train_set/ec/6AU1-A.pkl,1,607,607
1PYT-D,train_set/ec/1PYT-D.pkl,1,325,325
4H1O-A,train_set/ec/4H1O-A.pkl,1,630,630
3VYY-A,train_set/ec/3VYY-A.pkl,1,86,86
6G72-N,train_set/ec/6G72-N.pkl,1,344,344
5M6B-B,train_set/ec/5M6B-B.pkl,1,555,555
3LYL-A,train_set/ec/3LYL-A.pkl,1,439,439
2X8Q-A,train_set/ec/2X8Q-A.pkl,1,223,223
6JDZ-A,train_set/ec/6JDZ-A.pkl,1,644,644
3SR7-A,train_set/ec/3SR7-A.pkl,1,323,323
1H1Z-A,train_set/ec/1H1Z-A.pkl,1,220,220
3VM8-A,train_set/ec/3VM8-A.pkl,1,187,187
1GAW-A,train_set/ec/1GAW-A.pkl,1,423,423
3FVQ-A,train_set/ec/3FVQ-A.pkl,1,588,588
3TQH-A,train_set/ec/3TQH-A.pkl,1,440,440
2AEK-A,train_set/ec/2AEK-A.pkl,1,377,377
1FIT-A,train_set/ec/1FIT-A.pkl,1,306,306
2X1L-A,train_set/ec/2X1L-A.pkl,1,687,687
6G7T-A,train_set/ec/6G7T-A.pkl,1,225,225
2DMK-A,train_set/ec/2DMK-A.pkl,1,127,127
2JMD-A,train_set/ec/2JMD-A.pkl,1,63,63
6GAS-A,train_set/ec/6GAS-A.pkl,1,385,385
3SDU-A,train_set/ec/3SDU-A.pkl,1,1512,1512
4X0V-A,train_set/ec/4X0V-A.pkl,1,404,404
3PH4-A,train_set/ec/3PH4-A.pkl,1,235,235
6GXW-A,train_set/ec/6GXW-A.pkl,1,562,562
4FK9-A,train_set/ec/4FK9-A.pkl,1,821,821
6THE-A,train_set/ec/6THE-A.pkl,1,354,354
3TI2-A,train_set/ec/3TI2-A.pkl,1,419,419
5YB9-A,train_set/ec/5YB9-A.pkl,1,219,219
3CR3-A,train_set/ec/3CR3-A.pkl,1,266,266
2DTJ-A,train_set/ec/2DTJ-A.pkl,1,309,309
2PLC-A,train_set/ec/2PLC-A.pkl,1,376,376
2F6Q-A,train_set/ec/2F6Q-A.pkl,1,295,295
2DPN-A,train_set/ec/2DPN-A.pkl,1,735,735
3JUG-A,train_set/ec/3JUG-A.pkl,1,883,883
2YWJ-A,train_set/ec/2YWJ-A.pkl,1,332,332
5AYS-A,train_set/ec/5AYS-A.pkl,1,450,450
1YP3-A,train_set/ec/1YP3-A.pkl,1,499,499
4NCL-A,train_set/ec/4NCL-A.pkl,1,520,520
2GCD-A,train_set/ec/2GCD-A.pkl,1,451,451
1GXC-A,train_set/ec/1GXC-A.pkl,1,136,136
5ZIC-A,train_set/ec/5ZIC-A.pkl,1,611,611
2ZMD-A,train_set/ec/2ZMD-A.pkl,1,285,285
5LDX-A,train_set/ec/5LDX-A.pkl,1,88,88
1L1Y-A,train_set/ec/1L1Y-A.pkl,1,811,811
1Q5H-A,train_set/ec/1Q5H-A.pkl,1,201,201
5YBH-A,train_set/ec/5YBH-A.pkl,1,416,416
5ZQO-A,train_set/ec/5ZQO-A.pkl,1,287,287
6FOC-A,train_set/ec/6FOC-A.pkl,1,485,485
3RAU-A,train_set/ec/3RAU-A.pkl,1,537,537
5XTP-A,train_set/ec/5XTP-A.pkl,1,272,272
5N1Q-A,train_set/ec/5N1Q-A.pkl,1,823,823
4ZVU-A,train_set/ec/4ZVU-A.pkl,1,149,149
6H6T-A,train_set/ec/6H6T-A.pkl,1,222,222
2BYE-A,train_set/ec/2BYE-A.pkl,1,110,110
2OQ3-A,train_set/ec/2OQ3-A.pkl,1,147,147
2Q5R-A,train_set/ec/2Q5R-A.pkl,1,440,440
3F5F-A,train_set/ec/3F5F-A.pkl,1,823,823
5MHF-A,train_set/ec/5MHF-A.pkl,1,1073,1073
1KNR-A,train_set/ec/1KNR-A.pkl,1,552,552
5JLD-A,train_set/ec/5JLD-A.pkl,1,712,712
3KIP-A,train_set/ec/3KIP-A.pkl,1,152,152
3POI-A,train_set/ec/3POI-A.pkl,1,238,238
3JB4-C,train_set/ec/3JB4-C.pkl,1,241,241
2CSX-A,train_set/ec/2CSX-A.pkl,1,482,482
4X2V-A,train_set/ec/4X2V-A.pkl,1,213,213
2GLR-A,train_set/ec/2GLR-A.pkl,1,304,304
2V36-A,train_set/ec/2V36-A.pkl,1,489,489
4GJ1-A,train_set/ec/4GJ1-A.pkl,1,272,272
4P1Z-A,train_set/ec/4P1Z-A.pkl,1,132,132
5T4O-D,train_set/ec/5T4O-D.pkl,1,466,466
5MTZ-A,train_set/ec/5MTZ-A.pkl,1,768,768
4E5S-A,train_set/ec/4E5S-A.pkl,1,591,591
1FMD-3,train_set/ec/1FMD-3.pkl,1,219,219
5VYM-A,train_set/ec/5VYM-A.pkl,1,274,274
1QFK-L,train_set/ec/1QFK-L.pkl,1,106,106
1G6Q-1,train_set/ec/1G6Q-1.pkl,1,328,328
6QYH-A,train_set/ec/6QYH-A.pkl,1,783,783
6S1K-A,train_set/ec/6S1K-A.pkl,1,383,383
1GO3-E,train_set/ec/1GO3-E.pkl,1,255,255
6MW5-A,train_set/ec/6MW5-A.pkl,1,293,293
4AIU-A,train_set/ec/4AIU-A.pkl,1,682,682
6QM7-H,train_set/ec/6QM7-H.pkl,1,250,250
1BOU-B,train_set/ec/1BOU-B.pkl,1,374,374
1LML-A,train_set/ec/1LML-A.pkl,1,677,677
2W6D-A,train_set/ec/2W6D-A.pkl,1,706,706
1PXT-A,train_set/ec/1PXT-A.pkl,1,343,343
1D7C-A,train_set/ec/1D7C-A.pkl,1,373,373
1GX7-D,train_set/ec/1GX7-D.pkl,1,88,88
6HBG-A,train_set/ec/6HBG-A.pkl,1,262,262
1G5B-A,train_set/ec/1G5B-A.pkl,1,299,299
1GSO-A,train_set/ec/1GSO-A.pkl,1,718,718
4J9J-A,train_set/ec/4J9J-A.pkl,1,374,374
4DPM-A,train_set/ec/4DPM-A.pkl,1,538,538
3DGA-C,train_set/ec/3DGA-C.pkl,1,413,413
3KV5-D,train_set/ec/3KV5-D.pkl,1,606,606
6E5B-C,train_set/ec/6E5B-C.pkl,1,228,228
4Q0C-A,train_set/ec/4Q0C-A.pkl,1,513,513
6EVS-A,train_set/ec/6EVS-A.pkl,1,199,199
6A9E-A,train_set/ec/6A9E-A.pkl,1,339,339
4K7D-A,train_set/ec/4K7D-A.pkl,1,316,316
5C6M-A,train_set/ec/5C6M-A.pkl,1,572,572
4Y8P-I,train_set/ec/4Y8P-I.pkl,1,212,212
2Q3S-A,train_set/ec/2Q3S-A.pkl,1,321,321
1BQG-A,train_set/ec/1BQG-A.pkl,1,544,544
1LQY-A,train_set/ec/1LQY-A.pkl,1,445,445
2D0V-B,train_set/ec/2D0V-B.pkl,1,101,101
4KPR-E,train_set/ec/4KPR-E.pkl,1,657,657
3AKJ-A,train_set/ec/3AKJ-A.pkl,1,471,471
6F3O-A,train_set/ec/6F3O-A.pkl,1,844,844
1AUM-A,train_set/ec/1AUM-A.pkl,1,70,70
2IEX-A,train_set/ec/2IEX-A.pkl,1,461,461
5UJY-A,train_set/ec/5UJY-A.pkl,1,706,706
1JQI-A,train_set/ec/1JQI-A.pkl,1,489,489
6NZP-A,train_set/ec/6NZP-A.pkl,1,298,298
2KEO-A,train_set/ec/2KEO-A.pkl,1,92,92
1ES7-B,train_set/ec/1ES7-B.pkl,1,98,98
5G1F-A,train_set/ec/5G1F-A.pkl,1,251,251
1U0S-A,train_set/ec/1U0S-A.pkl,1,167,167
1ZK4-A,train_set/ec/1ZK4-A.pkl,1,662,662
1YZH-A,train_set/ec/1YZH-A.pkl,1,395,395
2ILX-A,train_set/ec/2ILX-A.pkl,1,219,219
2DHO-A,train_set/ec/2DHO-A.pkl,1,521,521
1TUE-A,train_set/ec/1TUE-A.pkl,1,333,333
2ML1-A,train_set/ec/2ML1-A.pkl,1,159,159
2Z0E-A,train_set/ec/2Z0E-A.pkl,1,452,452
4DO0-A,train_set/ec/4DO0-A.pkl,1,402,402
1BW9-B,train_set/ec/1BW9-B.pkl,1,849,849
4B7F-A,train_set/ec/4B7F-A.pkl,1,894,894
4O8J-A,train_set/ec/4O8J-A.pkl,1,641,641
5FLJ-A,train_set/ec/5FLJ-A.pkl,1,295,295
1IE7-B,train_set/ec/1IE7-B.pkl,1,308,308
2RPZ-A,train_set/ec/2RPZ-A.pkl,1,192,192
3SPL-A,train_set/ec/3SPL-A.pkl,1,407,407
5OYJ-C,train_set/ec/5OYJ-C.pkl,1,327,327
6JXJ-A,train_set/ec/6JXJ-A.pkl,1,1280,1280
3B76-A,train_set/ec/3B76-A.pkl,1,161,161
2JZC-A,train_set/ec/2JZC-A.pkl,1,201,201
2D73-A,train_set/ec/2D73-A.pkl,1,1417,1417
2AE5-B,train_set/ec/2AE5-B.pkl,1,800,800
2D0J-A,train_set/ec/2D0J-A.pkl,1,369,369
5LC5-E,train_set/ec/5LC5-E.pkl,1,186,186
6C3R-A,train_set/ec/6C3R-A.pkl,1,156,156
1U0F-A,train_set/ec/1U0F-A.pkl,1,997,997
4JE5-A,train_set/ec/4JE5-A.pkl,1,774,774
5AC2-A,train_set/ec/5AC2-A.pkl,1,662,662
4XJR-A,train_set/ec/4XJR-A.pkl,1,433,433
2ZNR-A,train_set/ec/2ZNR-A.pkl,1,447,447
1NW4-A,train_set/ec/1NW4-A.pkl,1,275,275
1SXR-A,train_set/ec/1SXR-A.pkl,1,365,365
4ELZ-A,train_set/ec/4ELZ-A.pkl,1,204,204
6HX0-A,train_set/ec/6HX0-A.pkl,1,701,701
4RC6-B,train_set/ec/4RC6-B.pkl,1,233,233
3IAS-9,train_set/ec/3IAS-9.pkl,1,155,155
3HEA-A,train_set/ec/3HEA-A.pkl,1,434,434
1ND4-A,train_set/ec/1ND4-A.pkl,1,464,464
3P52-A,train_set/ec/3P52-A.pkl,1,267,267
3UWQ-A,train_set/ec/3UWQ-A.pkl,1,476,476
4Z4L-A,train_set/ec/4Z4L-A.pkl,1,466,466
4IOB-A,train_set/ec/4IOB-A.pkl,1,162,162
5BNZ-A,train_set/ec/5BNZ-A.pkl,1,1307,1307
5BQP-A,train_set/ec/5BQP-A.pkl,1,443,443
4FFU-A,train_set/ec/4FFU-A.pkl,1,358,358
3B6P-A,train_set/ec/3B6P-A.pkl,1,342,342
2MXZ-A,train_set/ec/2MXZ-A.pkl,1,137,137
5IBX-C,train_set/ec/5IBX-C.pkl,1,576,576
4I2V-A,train_set/ec/4I2V-A.pkl,1,262,262
6RFM-A,train_set/ec/6RFM-A.pkl,1,80,80
1X6V-B,train_set/ec/1X6V-B.pkl,1,1132,1132
4FQU-A,train_set/ec/4FQU-A.pkl,1,333,333
1VLR-A,train_set/ec/1VLR-A.pkl,1,667,667
4KI7-A,train_set/ec/4KI7-A.pkl,1,145,145
3NUM-A,train_set/ec/3NUM-A.pkl,1,190,190
1T8Q-A,train_set/ec/1T8Q-A.pkl,1,685,685
3E0N-B,train_set/ec/3E0N-B.pkl,1,499,499
5HXW-A,train_set/ec/5HXW-A.pkl,1,461,461
2KSO-B,train_set/ec/2KSO-B.pkl,1,59,59
4HUR-A,train_set/ec/4HUR-A.pkl,1,410,410
5WU6-A,train_set/ec/5WU6-A.pkl,1,415,415
3AOI-E,train_set/ec/3AOI-E.pkl,1,93,93
1K8Q-A,train_set/ec/1K8Q-A.pkl,1,573,573
1F8V-A,train_set/ec/1F8V-A.pkl,1,433,433
1D9D-A,train_set/ec/1D9D-A.pkl,1,856,856
6FKI-F,train_set/ec/6FKI-F.pkl,1,479,479
1WDI-A,train_set/ec/1WDI-A.pkl,1,472,472
5F0G-A,train_set/ec/5F0G-A.pkl,1,475,475
2RSV-A,train_set/ec/2RSV-A.pkl,1,403,403
6HSB-A,train_set/ec/6HSB-A.pkl,1,240,240
1R03-A,train_set/ec/1R03-A.pkl,1,381,381
1UJC-A,train_set/ec/1UJC-A.pkl,1,391,391
4DBG-B,train_set/ec/4DBG-B.pkl,1,169,169
1UA4-A,train_set/ec/1UA4-A.pkl,1,1126,1126
